arm_box_kind	dataset	key	status	reason	center_x	center_y	center_z	size_x	size_y	size_z	method	pocket_rank	pocket_score	pocket_alpha_spheres	distance_to_crystal_centroid	ligand_fits_in_box	recorded
ligand_centred	posebusters	7X9K_8OG	ok		-5.768	0.518	25.789	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:04+08:00
detected	posebusters	7X9K_8OG	ok		-6.637	0.33	25.265	25.0	25.0	25.0	fpocket_rank1	1	0.223	88	1.031	1	2026-09-22T15:26:04+08:00
ligand_centred	posebusters	7WKL_CAQ	ok		16.373	32.443	75.28	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:49+08:00
detected	posebusters	7WKL_CAQ	ok		13.979	34.027	56.639	25.0	25.0	25.0	fpocket_rank1	1	0.558	154	18.861	0	2026-09-22T15:25:49+08:00
ligand_centred	posebusters	7WUY_76N	ok		13.92	149.408	25.881	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:58+08:00
detected	posebusters	7WUY_76N	ok		17.346	152.778	25.526	25.0	25.0	25.0	fpocket_rank1	1	0.827	211	4.818	1	2026-09-22T15:25:58+08:00
ligand_centred	posebusters	7XFA_D9J	ok		-18.287	-8.82	1.387	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:07+08:00
detected	posebusters	7XFA_D9J	ok		-13.623	-10.433	-2.28	25.0	25.0	25.0	fpocket_rank1	1	0.405	41	6.149	1	2026-09-22T15:26:07+08:00
ligand_centred	posebusters	7XBV_APC	ok		-40.025	10.24	-1.215	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:05+08:00
detected	posebusters	7XBV_APC	ok		-40.36	5.494	-0.261	25.0	25.0	25.0	fpocket_rank1	1	0.258	132	4.852	1	2026-09-22T15:26:05+08:00
ligand_centred	posebusters	7XI7_4RI	ok		-2.823	-16.569	0.714	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:08+08:00
detected	posebusters	7XI7_4RI	ok		2.344	-35.142	-3.915	25.0	25.0	25.0	fpocket_rank1	1	0.101	20	19.826	0	2026-09-22T15:26:08+08:00
ligand_centred	posebusters	7WUX_6OI	ok		23.855	17.924	-11.989	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:57+08:00
detected	posebusters	7WUX_6OI	ok		25.218	-11.553	-30.084	25.0	25.0	25.0	fpocket_rank1	1	0.202	122	34.615	0	2026-09-22T15:25:57+08:00
ligand_centred	posebusters	7X5N_5M5	ok		82.736	49.893	54.21	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:01+08:00
detected	posebusters	7X5N_5M5	ok		87.106	64.451	46.244	25.0	25.0	25.0	fpocket_rank1	1	2.181	525	17.16	0	2026-09-22T15:26:01+08:00
ligand_centred	posebusters	7XG5_PLP	ok		-38.269	-27.936	17.528	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:08+08:00
detected	posebusters	7XG5_PLP	ok		-31.018	-48.656	35.42	25.0	25.0	25.0	fpocket_rank1	1	0.358	227	28.32	0	2026-09-22T15:26:08+08:00
ligand_centred	posebusters	7XQZ_FPF	ok		-20.186	-1.457	-19.258	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:12+08:00
detected	posebusters	7XQZ_FPF	ok		-20.043	-3.147	-19.633	25.0	25.0	25.0	fpocket_rank1	1	0.393	128	1.737	1	2026-09-22T15:26:12+08:00
ligand_centred	posebusters	7WY1_D0L	ok		-1.318	-27.357	-69.396	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:01+08:00
detected	posebusters	7WY1_D0L	ok		16.369	-19.759	-7.991	25.0	25.0	25.0	fpocket_rank1	1	2.027	407	64.351	0	2026-09-22T15:26:01+08:00
ligand_centred	posebusters	7XPO_UPG	ok		-19.299	-22.088	-25.646	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:10+08:00
detected	posebusters	7XPO_UPG	ok		5.404	-7.19	21.705	25.0	25.0	25.0	fpocket_rank1	1	0.059	58	55.446	0	2026-09-22T15:26:10+08:00
ligand_centred	posebusters	7Z1Q_NIO	ok		1.794	21.852	-2.991	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:17+08:00
detected	posebusters	7Z1Q_NIO	ok		1.721	29.09	-8.607	25.0	25.0	25.0	fpocket_rank1	1	0.476	57	9.161	1	2026-09-22T15:26:17+08:00
ligand_centred	posebusters	7YZU_DO7	ok		11.013	-22.301	-18.805	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:15+08:00
detected	posebusters	7YZU_DO7	ok		11.203	-22.829	-18.311	25.0	25.0	25.0	fpocket_rank1	1	0.462	83	0.747	1	2026-09-22T15:26:15+08:00
ligand_centred	posebusters	7Z7F_IF3	ok		16.356	28.165	4.068	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:18+08:00
detected	posebusters	7Z7F_IF3	ok		15.635	28.827	4.435	25.0	25.0	25.0	fpocket_rank1	1	0.382	70	1.046	1	2026-09-22T15:26:18+08:00
ligand_centred	posebusters	7Z2O_IAJ	ok		-7.692	15.225	11.23	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:18+08:00
detected	posebusters	7Z2O_IAJ	ok		1.189	5.847	29.406	25.0	25.0	25.0	fpocket_rank1	1	0.181	118	22.298	0	2026-09-22T15:26:18+08:00
ligand_centred	posebusters	7ZF0_DHR	ok		33.197	58.132	48.074	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:20+08:00
detected	posebusters	7ZF0_DHR	ok		32.512	57.275	47.858	25.0	25.0	25.0	fpocket_rank1	1	0.363	70	1.118	1	2026-09-22T15:26:20+08:00
ligand_centred	posebusters	7ZHP_IQY	ok		69.363	38.168	1.343	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:23+08:00
detected	posebusters	7ZHP_IQY	ok		69.453	37.403	1.75	25.0	25.0	25.0	fpocket_rank1	1	0.198	104	0.871	1	2026-09-22T15:26:23+08:00
ligand_centred	posebusters	7XJN_NSD	ok		-1.907	7.289	32.912	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:08+08:00
detected	posebusters	7XJN_NSD	ok		-29.608	-13.692	6.56	25.0	25.0	25.0	fpocket_rank1	1	0.231	45	43.611	0	2026-09-22T15:26:08+08:00
ligand_centred	posebusters	7ZL5_IWE	ok		-17.961	35.94	43.787	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:26+08:00
detected	posebusters	7ZL5_IWE	ok		5.963	32.259	49.703	25.0	25.0	25.0	fpocket_rank1	1	0.2	94	24.919	0	2026-09-22T15:26:26+08:00
ligand_centred	posebusters	7ZOC_T8E	ok		16.218	10.527	35.456	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:26+08:00
detected	posebusters	7ZOC_T8E	ok		17.918	13.052	35.954	25.0	25.0	25.0	fpocket_rank1	1	0.13	208	3.084	1	2026-09-22T15:26:26+08:00
ligand_centred	posebusters	7ZTL_BCN	ok		-37.103	26.471	5.402	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:29+08:00
detected	posebusters	7ZTL_BCN	ok		-29.37	32.574	8.707	25.0	25.0	25.0	fpocket_rank1	1	0.514	64	10.391	1	2026-09-22T15:26:29+08:00
ligand_centred	posebusters	7ZU2_DHT	ok		-27.276	2.137	-4.783	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:30+08:00
detected	posebusters	7ZU2_DHT	ok		-26.314	2.725	-4.986	25.0	25.0	25.0	fpocket_rank1	1	0.458	60	1.145	1	2026-09-22T15:26:30+08:00
ligand_centred	posebusters	7ZXV_45D	ok		20.661	11.418	-12.666	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:31+08:00
detected	posebusters	7ZXV_45D	ok		20.272	12.483	-11.493	25.0	25.0	25.0	fpocket_rank1	1	0.256	276	1.631	1	2026-09-22T15:26:31+08:00
ligand_centred	posebusters	8A1H_DLZ	ok		-66.737	39.624	-6.751	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:33+08:00
detected	posebusters	8A1H_DLZ	ok		-68.205	39.334	-6.652	25.0	25.0	25.0	fpocket_rank1	1	0.425	105	1.5	1	2026-09-22T15:26:33+08:00
ligand_centred	posebusters	7ZDY_6MJ	ok		26.593	-7.332	42.942	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:18+08:00
detected	posebusters	7ZDY_6MJ	ok		9.593	-3.525	61.233	25.0	25.0	25.0	fpocket_rank1	1	0.301	102	25.259	0	2026-09-22T15:26:18+08:00
ligand_centred	posebusters	7XRL_FWK	ok		10.961	-1.053	40.418	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:14+08:00
detected	posebusters	7XRL_FWK	ok		17.307	8.909	34.857	25.0	25.0	25.0	fpocket_rank1	1	0.311	38	13.056	0	2026-09-22T15:26:14+08:00
ligand_centred	posebusters	8AAU_LH0	ok		-13.944	43.31	-13.776	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:38+08:00
detected	posebusters	8AAU_LH0	ok		-19.812	37.302	-19.403	25.0	25.0	25.0	fpocket_rank1	1	0.226	73	10.108	1	2026-09-22T15:26:38+08:00
ligand_centred	posebusters	8A2D_KXY	ok		-2.672	-10.605	21.108	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:36+08:00
detected	posebusters	8A2D_KXY	ok		-22.493	-11.704	-3.109	25.0	25.0	25.0	fpocket_rank1	1	0.018	23	31.314	0	2026-09-22T15:26:36+08:00
ligand_centred	posebusters	8AEM_LVF	ok		-107.937	-176.661	311.558	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:40+08:00
detected	posebusters	8AEM_LVF	ok		-122.061	-181.881	310.716	25.0	25.0	25.0	fpocket_rank1	1	0.558	84	15.082	0	2026-09-22T15:26:40+08:00
ligand_centred	posebusters	8AP0_PRP	ok		9.191	20.001	9.165	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:43+08:00
detected	posebusters	8AP0_PRP	ok		16.496	1.181	33.252	25.0	25.0	25.0	fpocket_rank1	1	0.15	15	31.429	0	2026-09-22T15:26:43+08:00
ligand_centred	posebusters	8AIE_M7L	ok		18.514	3.915	24.64	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:43+08:00
detected	posebusters	8AIE_M7L	ok		-6.703	-8.269	7.77	25.0	25.0	25.0	fpocket_rank1	1	0.761	112	32.695	0	2026-09-22T15:26:43+08:00
ligand_centred	posebusters	7ZCC_OGA	ok		38.538	16.497	59.474	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:18+08:00
detected	posebusters	7ZCC_OGA	ok		39.442	17.444	56.926	25.0	25.0	25.0	fpocket_rank1	1	0.052	90	2.864	1	2026-09-22T15:26:18+08:00
ligand_centred	posebusters	8AUH_L9I	ok		18.94	16.628	-26.842	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:45+08:00
detected	posebusters	8AUH_L9I	ok		-12.56	16.317	-3.573	25.0	25.0	25.0	fpocket_rank1	1	0.637	123	39.164	0	2026-09-22T15:26:45+08:00
ligand_centred	posebusters	8AY3_OE3	ok		1.17	5.839	32.017	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:46+08:00
detected	posebusters	8AY3_OE3	ok		-3.354	7.368	42.018	25.0	25.0	25.0	fpocket_rank1	1	0.147	32	11.082	0	2026-09-22T15:26:46+08:00
ligand_centred	posebusters	8BOM_QU6	ok		-83.032	-19.057	87.192	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:51+08:00
detected	posebusters	8BOM_QU6	ok		-78.736	-1.863	108.239	25.0	25.0	25.0	fpocket_rank1	1	0.059	56	27.515	0	2026-09-22T15:26:51+08:00
ligand_centred	posebusters	8C3N_ADP	ok		21.934	-37.212	-53.432	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:54+08:00
detected	posebusters	8C3N_ADP	ok		4.35	-22.938	-44.592	25.0	25.0	25.0	fpocket_rank1	1	0.415	38	24.312	0	2026-09-22T15:26:54+08:00
ligand_centred	posebusters	8BTI_RFO	ok		26.699	66.952	72.222	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:54+08:00
detected	posebusters	8BTI_RFO	ok		25.158	67.69	72.633	25.0	25.0	25.0	fpocket_rank1	1	0.185	107	1.757	1	2026-09-22T15:26:54+08:00
ligand_centred	posebusters	8C5M_MTA	ok		82.631	-13.215	3.097	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:54+08:00
detected	posebusters	8C5M_MTA	ok		69.905	-24.919	18.552	25.0	25.0	25.0	fpocket_rank1	1	0.392	64	23.19	0	2026-09-22T15:26:54+08:00
ligand_centred	posebusters	8B8H_OJQ	ok		26.702	-3.123	2.184	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:50+08:00
detected	posebusters	8B8H_OJQ	ok		48.367	24.858	8.936	25.0	25.0	25.0	fpocket_rank1	1	0.136	190	36.027	0	2026-09-22T15:26:50+08:00
ligand_centred	posebusters	8CNH_V6U	ok		-29.023	1.902	1.06	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:56+08:00
detected	posebusters	8CNH_V6U	ok		-30.5	14.964	-7.482	25.0	25.0	25.0	fpocket_rank1	1	0.133	140	15.676	0	2026-09-22T15:26:56+08:00
ligand_centred	posebusters	7ZZW_KKW	ok		23.169	-18.513	0.456	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:31+08:00
detected	posebusters	7ZZW_KKW	ok		21.17	-19.171	1.971	25.0	25.0	25.0	fpocket_rank1	1	0.261	96	2.593	1	2026-09-22T15:26:31+08:00
ligand_centred	posebusters	8D39_QDB	ok		3.57	1.706	19.707	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:00+08:00
detected	posebusters	8D39_QDB	ok		3.535	1.169	19.568	25.0	25.0	25.0	fpocket_rank1	1	0.52	89	0.555	1	2026-09-22T15:27:00+08:00
ligand_centred	posebusters	8DHG_T78	ok		26.946	-23.224	22.937	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:03+08:00
detected	posebusters	8DHG_T78	ok		33.836	-18.751	19.743	25.0	25.0	25.0	fpocket_rank1	1	1.217	295	8.814	0	2026-09-22T15:27:03+08:00
ligand_centred	posebusters	8CSD_C5P	ok		14.939	73.458	34.172	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:57+08:00
detected	posebusters	8CSD_C5P	ok		12.845	19.064	20.666	25.0	25.0	25.0	fpocket_rank1	1	0.286	78	56.085	0	2026-09-22T15:26:57+08:00
ligand_centred	posebusters	8D19_GSH	ok		24.48	30.593	31.033	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:59+08:00
detected	posebusters	8D19_GSH	ok		9.379	15.904	39.398	25.0	25.0	25.0	fpocket_rank1	1	0.232	72	22.667	0	2026-09-22T15:26:59+08:00
ligand_centred	posebusters	8D5D_5DK	ok		5.033	-9.295	35.445	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:01+08:00
detected	posebusters	8D5D_5DK	ok		6.699	-11.207	36.928	25.0	25.0	25.0	fpocket_rank1	1	0.414	214	2.938	1	2026-09-22T15:27:01+08:00
ligand_centred	posebusters	8DP2_UMA	ok		59.71	-1.178	0.294	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:07+08:00
detected	posebusters	8DP2_UMA	ok		54.949	13.907	16.427	25.0	25.0	25.0	fpocket_rank1	1	0.239	23	22.595	0	2026-09-22T15:27:07+08:00
ligand_centred	posebusters	8DKO_TFB	ok		15.237	15.8	47.142	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:03+08:00
detected	posebusters	8DKO_TFB	ok		34.648	-12.592	20.758	25.0	25.0	25.0	fpocket_rank1	1	0.473	44	43.347	0	2026-09-22T15:27:03+08:00
ligand_centred	posebusters	8EAB_VN2	ok		6.516	-17.182	19.775	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:09+08:00
detected	posebusters	8EAB_VN2	ok		25.852	-4.19	37.328	25.0	25.0	25.0	fpocket_rank1	1	0.114	32	29.168	0	2026-09-22T15:27:09+08:00
ligand_centred	posebusters	8EX2_Q2Q	ok		19.75	13.164	22.389	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:10+08:00
detected	posebusters	8EX2_Q2Q	ok		26.646	5.493	21.325	25.0	25.0	25.0	fpocket_rank1	1	0.142	110	10.37	0	2026-09-22T15:27:10+08:00
ligand_centred	posebusters	8DSC_NCA	ok		14.938	9.381	6.125	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:07+08:00
detected	posebusters	8DSC_NCA	ok		7.712	-9.16	36.287	25.0	25.0	25.0	fpocket_rank1	1	0.292	305	36.135	0	2026-09-22T15:27:07+08:00
ligand_centred	posebusters	8F8E_XJI	ok		-22.262	-20.392	0.247	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:13+08:00
detected	posebusters	8F8E_XJI	ok		-24.766	-23.222	-7.655	25.0	25.0	25.0	fpocket_rank1	1	0.146	35	8.76	1	2026-09-22T15:27:13+08:00
ligand_centred	posebusters	8FLV_ZB9	ok		-14.057	6.765	-14.701	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:21+08:00
detected	posebusters	8FLV_ZB9	ok		-16.041	6.689	-9.236	25.0	25.0	25.0	fpocket_rank1	1	0.552	95	5.815	1	2026-09-22T15:27:21+08:00
ligand_centred	posebusters	8EYE_X4I	ok		13.922	9.867	15.047	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:12+08:00
detected	posebusters	8EYE_X4I	ok		33.607	-7.862	7.283	25.0	25.0	25.0	fpocket_rank1	1	0.396	339	27.607	0	2026-09-22T15:27:12+08:00
ligand_centred	posebusters	8EXL_799	ok		-17.452	14.072	29.667	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:11+08:00
detected	posebusters	8EXL_799	ok		9.032	14.605	28.177	25.0	25.0	25.0	fpocket_rank1	1	0.328	117	26.531	0	2026-09-22T15:27:11+08:00
ligand_centred	posebusters	8FAV_4Y5	ok		0.552	11.382	-7.237	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:19+08:00
detected	posebusters	8FAV_4Y5	ok		-10.067	-56.057	-24.807	25.0	25.0	25.0	fpocket_rank1	1	1.039	201	70.494	0	2026-09-22T15:27:19+08:00
ligand_centred	posebusters	8AQL_PLG	ok		2.587	52.9	8.301	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:26:44+08:00
detected	posebusters	8AQL_PLG	ok		4.138	39.627	13.826	25.0	25.0	25.0	fpocket_rank1	1	0.401	48	14.46	0	2026-09-22T15:26:44+08:00
ligand_centred	posebusters	8G6P_API	ok		-30.746	7.33	-6.047	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:24+08:00
detected	posebusters	8G6P_API	ok		-22.05	14.914	-14.122	25.0	25.0	25.0	fpocket_rank1	1	0.607	169	14.084	1	2026-09-22T15:27:24+08:00
ligand_centred	posebusters	8GFD_ZHR	ok		-31.654	-62.844	-13.686	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:26+08:00
detected	posebusters	8GFD_ZHR	ok		-44.179	-60.438	-9.002	25.0	25.0	25.0	fpocket_rank1	1	0.201	87	13.588	0	2026-09-22T15:27:26+08:00
ligand_centred	posebusters	8HFN_XGC	ok		69.801	-0.069	-1.758	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:28+08:00
detected	posebusters	8HFN_XGC	ok		59.56	0.382	-7.312	25.0	25.0	25.0	fpocket_rank1	1	0.175	47	11.659	0	2026-09-22T15:27:28+08:00
ligand_centred	posebusters	8HO0_3ZI	ok		3.885	30.468	-7.291	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:29+08:00
detected	posebusters	8HO0_3ZI	ok		-10.823	23.737	-4.247	25.0	25.0	25.0	fpocket_rank1	1	0.174	58	16.459	0	2026-09-22T15:27:29+08:00
ligand_centred	posebusters	8FO5_Y4U	ok		23.115	-4.087	-23.329	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:24+08:00
detected	posebusters	8FO5_Y4U	ok		23.248	-4.339	-23.182	25.0	25.0	25.0	fpocket_rank1	1	0.253	92	0.321	1	2026-09-22T15:27:24+08:00
ligand_centred	astex	1GKC_NFH	ok		65.839	30.707	117.746	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:34+08:00
detected	astex	1GKC_NFH	ok		51.066	25.071	129.045	25.0	25.0	25.0	fpocket_rank1	1	0.342	70	19.434	0	2026-09-22T15:27:34+08:00
ligand_centred	astex	1G9V_RQ3	ok		16.966	16.623	41.744	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:32+08:00
detected	astex	1G9V_RQ3	ok		-5.885	7.34	31.235	25.0	25.0	25.0	fpocket_rank1	1	0.182	28	26.811	0	2026-09-22T15:27:32+08:00
ligand_centred	astex	1GPK_HUP	ok		2.842	67.452	63.054	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:37+08:00
detected	astex	1GPK_HUP	ok		1.535	63.384	69.873	25.0	25.0	25.0	fpocket_rank1	1	0.295	73	8.047	1	2026-09-22T15:27:37+08:00
ligand_centred	astex	1HNN_SKF	ok		28.265	44.149	16.529	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:40+08:00
detected	astex	1HNN_SKF	ok		28.685	44.606	17.728	25.0	25.0	25.0	fpocket_rank1	1	0.251	78	1.35	1	2026-09-22T15:27:40+08:00
ligand_centred	astex	1GM8_SOX	ok		14.458	-2.042	3.683	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:37+08:00
detected	astex	1GM8_SOX	ok		4.268	0.833	-10.883	25.0	25.0	25.0	fpocket_rank1	1	0.39	60	18.007	0	2026-09-22T15:27:37+08:00
ligand_centred	astex	1HQ2_PH2	ok		-8.504	7.946	17.463	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:45+08:00
detected	astex	1HQ2_PH2	ok		-7.36	6.536	18.383	25.0	25.0	25.0	fpocket_rank1	1	0.654	92	2.036	1	2026-09-22T15:27:45+08:00
ligand_centred	astex	1HWI_115	ok		33.197	-6.634	-10.597	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:47+08:00
detected	astex	1HWI_115	failed	no clean.pdb for this receptor				25.0	25.0	25.0	fpocket_rank1						2026-09-22T15:27:47+08:00
ligand_centred	astex	1HWW_SWA	ok		31.377	66.383	7.718	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:47+08:00
detected	astex	1HWW_SWA	failed	no clean.pdb for this receptor				25.0	25.0	25.0	fpocket_rank1						2026-09-22T15:27:47+08:00
ligand_centred	posebusters	8SLG_G5A	ok		-40.256	43.746	25.588	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:32+08:00
detected	posebusters	8SLG_G5A	ok		-17.725	59.623	-1.42	25.0	25.0	25.0	fpocket_rank1	1	0.111	31	38.59	0	2026-09-22T15:27:32+08:00
ligand_centred	astex	1HP0_AD3	ok		16.686	25.497	12.944	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:43+08:00
detected	astex	1HP0_AD3	ok		22.7	27.938	38.894	25.0	25.0	25.0	fpocket_rank1	1	0.19	104	26.75	0	2026-09-22T15:27:43+08:00
ligand_centred	astex	1IA1_TQ3	ok		10.259	36.337	18.564	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:47+08:00
detected	astex	1IA1_TQ3	ok		-6.702	31.599	21.638	25.0	25.0	25.0	fpocket_rank1	1	0.132	25	17.877	0	2026-09-22T15:27:47+08:00
ligand_centred	astex	1IG3_VIB	ok		23.83	41.109	19.486	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:47+08:00
detected	astex	1IG3_VIB	ok		27.03	62.25	32.746	25.0	25.0	25.0	fpocket_rank1	1	0.152	84	25.159	0	2026-09-22T15:27:47+08:00
ligand_centred	astex	1JD0_AZM	ok		-14.55	-6.507	20.915	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:52+08:00
detected	astex	1JD0_AZM	ok		6.94	-12.205	23.695	25.0	25.0	25.0	fpocket_rank1	1	0.1	206	22.406	0	2026-09-22T15:27:52+08:00
ligand_centred	astex	1JJE_BYS	ok		57.657	24.777	34.576	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:53+08:00
detected	astex	1JJE_BYS	ok		23.598	-2.834	17.12	25.0	25.0	25.0	fpocket_rank1	1	0.134	122	47.192	0	2026-09-22T15:27:53+08:00
ligand_centred	astex	1HVY_D16	ok		69.179	45.229	25.375	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:45+08:00
detected	astex	1HVY_D16	ok		6.17	-26.898	-0.094	25.0	25.0	25.0	fpocket_rank1	1	0.312	82	99.101	0	2026-09-22T15:27:45+08:00
ligand_centred	astex	1K3U_IAD	ok		48.894	27.243	13.062	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:00+08:00
detected	astex	1K3U_IAD	ok		83.07	16.773	5.1	25.0	25.0	25.0	fpocket_rank1	1	0.61	199	36.619	0	2026-09-22T15:28:00+08:00
ligand_centred	astex	1KE5_LS1	ok		-9.51	48.704	38.092	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:04+08:00
detected	astex	1KE5_LS1	ok		7.761	46.258	42.07	25.0	25.0	25.0	fpocket_rank1	1	0.182	30	17.892	0	2026-09-22T15:28:04+08:00
ligand_centred	astex	1KZK_JE2	ok		19.859	-1.74	16.894	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:07+08:00
detected	astex	1KZK_JE2	ok		5.034	-10.938	22.308	25.0	25.0	25.0	fpocket_rank1	1	0.102	15	18.266	0	2026-09-22T15:28:07+08:00
ligand_centred	astex	1J3J_CP6	ok		28.165	5.311	58.672	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:50+08:00
