dataset	complex_id	conformer	status	reason	smiles	heavy_atoms	rotatable_bonds	seed	embed_attempts	conformer_rmsd_to_crystal	pdbqt_bytes	elapsed_s	recorded
posebusters	7T3E_SLB	refconf	ok		CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@](O)(C(=O)O)C[C@@H]1O	21	5				2905	0.01	2026-09-22T15:00:44+08:00
posebusters	7TB0_UD1	refconf	ok		CC(=O)N[C@H]1[C@@H](O[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O	39	10				4921	0.01	2026-09-22T15:00:44+08:00
posebusters	7SIU_9ID	genconf	ok		Cn1cc(Nc2ncc(C3=CCC[C@@H](NC(=O)c4ccccc4)C3)nc2C(N)=O)cn1	31	6	20260922	1	2.855	3354	0.17	2026-09-22T15:00:44+08:00
posebusters	7TBU_S3P	refconf	ok		O=C(O)C1=C[C@@H](OP(=O)(O)O)[C@@H](O)[C@H](O)C1	16	3				2188	0.01	2026-09-22T15:00:44+08:00
posebusters	7T3E_SLB	genconf	ok		CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@](O)(C(=O)O)C[C@@H]1O	21	5	20260922	1	1.053	2905	0.09	2026-09-22T15:00:44+08:00
posebusters	7TE8_P0T	refconf	ok		C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O	23	6				2532	0.01	2026-09-22T15:00:44+08:00
posebusters	7TBU_S3P	genconf	ok		O=C(O)C1=C[C@@H](OP(=O)(O)O)[C@@H](O)[C@H](O)C1	16	3	20260922	1	0.561	2188	0.06	2026-09-22T15:00:44+08:00
posebusters	7TH4_FFO	refconf	ok		Nc1nc2c(c(=O)[nH]1)N(C=O)[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2	34	10				4223	0.01	2026-09-22T15:00:44+08:00
posebusters	7T0D_FPP	genconf	ok		CC(C)=CCC/C(C)=C/CC/C(C)=C/CO[P@](=O)(O)OP(=O)(O)O	24	11	20260922	1	1.615	2925	0.21	2026-09-22T15:00:44+08:00
posebusters	7THI_PGA	refconf	ok		O=C(O)COP(=O)(O)O	9	3				1298	0.0	2026-09-22T15:00:44+08:00
posebusters	7THI_PGA	genconf	ok		O=C(O)COP(=O)(O)O	9	3	20260922	1	0.943	1298	0.01	2026-09-22T15:00:44+08:00
posebusters	7TM6_GPJ	refconf	ok		O=C(O)C[NH2+]CP(=O)(O)O	10	4				1594	0.01	2026-09-22T15:00:44+08:00
posebusters	7T1D_E7K	genconf	ok		Cc1cn(-c2ccc3c(c2)CN(c2ncc(Cc4ccc(-n5cccn5)cc4)s2)CC3)c(C)n1	34	5	20260922	1	1.501	3257	0.24	2026-09-22T15:00:44+08:00
posebusters	7TM6_GPJ	genconf	ok		O=C(O)C[NH2+]CP(=O)(O)O	10	4	20260922	1	0.672	1594	0.03	2026-09-22T15:00:44+08:00
posebusters	7RWS_4UR	genconf	ok		Nc1nc2c(ncn2[C@@H]2O[C@@H]3CO[P@@](=O)(O)O[C@@H]4[C@H](O)[C@@H](CO[P@](=O)(O)O[C@H]3[C@H]2O)O[C@H]4n2cnc3c(N)ncnc32)c(=O)[nH]1	45	2	20260922	1	1.959	5619	0.41	2026-09-22T15:00:44+08:00
posebusters	7TOM_5AD	refconf	ok		C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	18	1				2144	0.01	2026-09-22T15:00:44+08:00
posebusters	7TS6_KMI	refconf	ok		CNCc1cccc(-c2cc(C)cc(N)n2)c1	17	3				1951	0.01	2026-09-22T15:00:44+08:00
posebusters	7TSF_H4B	refconf	ok		C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1	17	2				2343	0.01	2026-09-22T15:00:44+08:00
posebusters	7TE8_P0T	genconf	ok		C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O	23	6	20260922	1	1.265	2532	0.15	2026-09-22T15:00:44+08:00
posebusters	7TUO_KL9	refconf	ok		Cc1cnc2c(N)c(C(=O)NCCc3ccc([C@@H]4C[C@H]5CC[C@@H](C4)N5)cc3)sc2n1	30	5				3275	0.01	2026-09-22T15:00:45+08:00
posebusters	7TOM_5AD	genconf	ok		C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	18	1	20260922	1	1.368	2144	0.05	2026-09-22T15:00:44+08:00
posebusters	7TXK_LW8	refconf	ok		C[N+](C)(C)[C@@H](Cc1c[nH]c(=S)[nH]1)C(=O)O	15	4				1827	0.01	2026-09-22T15:00:45+08:00
posebusters	7TS6_KMI	genconf	ok		CNCc1cccc(-c2cc(C)cc(N)n2)c1	17	3	20260922	1	1.925	1951	0.06	2026-09-22T15:00:44+08:00
posebusters	7TSF_H4B	genconf	ok		C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1	17	2	20260922	1	1.254	2310	0.06	2026-09-22T15:00:44+08:00
posebusters	7TYP_KUR	refconf	ok		Cc1nccnc1-c1nn2c(=O)cc(-c3ccc(C4CCCCC4)cc3)[nH]c2c1C(=O)N1CC(CF)C1	37	5				3607	0.01	2026-09-22T15:00:45+08:00
posebusters	7U0U_FK5	refconf	ok		C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC	57	7				6527	0.03	2026-09-22T15:00:45+08:00
posebusters	7TXK_LW8	genconf	ok		C[N+](C)(C)[C@@H](Cc1c[nH]c(=S)[nH]1)C(=O)O	15	4	20260922	1	1.258	1827	0.06	2026-09-22T15:00:45+08:00
posebusters	7U3J_L6U	refconf	ok		CNC(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](NC(=O)CNCc1ccc(OC)cc1OC)c1cccs1	38	14				4249	0.01	2026-09-22T15:00:45+08:00
posebusters	7TH4_FFO	genconf	ok		Nc1nc2c(c(=O)[nH]1)N(C=O)[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2	34	10	20260922	1	2.815	4190	0.23	2026-09-22T15:00:44+08:00
posebusters	7UAS_MBU	refconf	ok		CCn1cc(-c2cc(Cn3ccnc3C)cc3c2CCN([C@H](c2cc(C)ccn2)C2CC2)C3=O)c(C(F)(F)F)n1	40	7				3886	0.01	2026-09-22T15:00:45+08:00
posebusters	7TB0_UD1	genconf	ok		CC(=O)N[C@H]1[C@@H](O[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O	39	10	20260922	1	2.302	4921	0.43	2026-09-22T15:00:44+08:00
posebusters	7UAW_MF6	refconf	ok		Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](O[C@@H]1[C@@H]2O)[C@H](O)[C@@H]3O	35	1				4546	0.01	2026-09-22T15:00:45+08:00
posebusters	7TUO_KL9	genconf	ok		Cc1cnc2c(N)c(C(=O)NCCc3ccc([C@@H]4C[C@H]5CC[C@@H](C4)N5)cc3)sc2n1	30	5	20260922	1	1.012	3275	0.25	2026-09-22T15:00:45+08:00
posebusters	7UJ4_OQ4	refconf	ok		CCN(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CCN(C[C@H]3CC[C@H](NS(=O)(=O)CC)CC3)CC2)C1)C(C)C	44	11				4476	0.01	2026-09-22T15:00:45+08:00
posebusters	7TYP_KUR	genconf	ok		Cc1nccnc1-c1nn2c(=O)cc(-c3ccc(C4CCCCC4)cc3)[nH]c2c1C(=O)N1CC(CF)C1	37	5	20260922	1	1.39	3607	0.24	2026-09-22T15:00:45+08:00
posebusters	7UJ5_DGL	refconf	ok		N[C@H](CCC(=O)O)C(=O)O	10	4				1508	0.01	2026-09-22T15:00:45+08:00
posebusters	7UJ5_DGL	genconf	ok		N[C@H](CCC(=O)O)C(=O)O	10	4	20260922	1	1.13	1508	0.01	2026-09-22T15:00:45+08:00
posebusters	7UJF_R3V	refconf	ok		C[C@H]1CCN(CCOc2ccc([C@@H]3c4ccc(O)cc4CC[C@@H]3c3ccccc3)cc2)C1	32	6				3221	0.01	2026-09-22T15:00:45+08:00
posebusters	7UAW_MF6	genconf	ok		Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](O[C@@H]1[C@@H]2O)[C@H](O)[C@@H]3O	35	1	20260922	1	3.316	4546	0.22	2026-09-22T15:00:45+08:00
posebusters	7ULC_56B	refconf	ok		Nc1nc2c(c(CN[C@H]3C=C[C@H](O)[C@@H]3O)cn2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1	33	7				4360	0.01	2026-09-22T15:00:45+08:00
posebusters	7UAS_MBU	genconf	ok		CCn1cc(-c2cc(Cn3ccnc3C)cc3c2CCN([C@H](c2cc(C)ccn2)C2CC2)C3=O)c(C(F)(F)F)n1	40	7	20260922	1	2.681	3886	0.41	2026-09-22T15:00:45+08:00
posebusters	7UMW_NAD	refconf	ok		NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@@](=O)([O-])O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1	44	11				5372	0.01	2026-09-22T15:00:45+08:00
posebusters	7UJF_R3V	genconf	ok		C[C@H]1CCN(CCOc2ccc([C@@H]3c4ccc(O)cc4CC[C@@H]3c3ccccc3)cc2)C1	32	6	20260922	1	2.151	3221	0.26	2026-09-22T15:00:45+08:00
posebusters	7UQ3_O2U	refconf	ok		O=C(O)C[C@@H]1CC(=O)N(O)C1=O	12	2				1417	0.01	2026-09-22T15:00:45+08:00
posebusters	7UQ3_O2U	genconf	ok		O=C(O)C[C@@H]1CC(=O)N(O)C1=O	12	2	20260922	1	0.894	1417	0.02	2026-09-22T15:00:45+08:00
posebusters	7USH_82V	refconf	ok		O=c1cc(N2CCOCC2)oc2c(-c3ccc4c(c3)OCCO4)csc12	26	2				2436	0.01	2026-09-22T15:00:45+08:00
posebusters	7U3J_L6U	genconf	ok		CNC(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](NC(=O)CNCc1ccc(OC)cc1OC)c1cccs1	38	14	20260922	1	3.039	4249	0.51	2026-09-22T15:00:45+08:00
posebusters	7UTW_NAI	refconf	ok		NC(=O)C1=CN([C@@H]2O[C@H](CO[P@](=O)(O)O[P@@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1	44	11				5487	0.01	2026-09-22T15:00:45+08:00
posebusters	7ULC_56B	genconf	ok		Nc1nc2c(c(CN[C@H]3C=C[C@H](O)[C@@H]3O)cn2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1	33	7	20260922	1	2.517	4327	0.21	2026-09-22T15:00:45+08:00
posebusters	7UXS_OJC	refconf	ok		Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](O[C@H]2[C@H]1O)[C@H](O)[C@@H]3O	35	1				4544	0.02	2026-09-22T15:00:45+08:00
posebusters	7USH_82V	genconf	ok		O=c1cc(N2CCOCC2)oc2c(-c3ccc4c(c3)OCCO4)csc12	26	2	20260922	1	0.535	2436	0.09	2026-09-22T15:00:45+08:00
posebusters	7UY4_SMI	refconf	ok		CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@]3(O)[C@H](O[C@@H]2[C@H]1O)O[C@H](C)CC3(O)O	24	2				3063	0.01	2026-09-22T15:00:45+08:00
posebusters	7UY4_SMI	genconf	ok		CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@]3(O)[C@H](O[C@@H]2[C@H]1O)O[C@H](C)CC3(O)O	24	2	20260922	1	1.173	3063	0.12	2026-09-22T15:00:45+08:00
posebusters	7UYB_OK0	refconf	ok		NS(=O)(=O)c1c(C(F)(F)F)ccc(-c2ccc(C3CCNCC3)cc2)c1-c1nnn[nH]1	31	4				3356	0.01	2026-09-22T15:00:45+08:00
posebusters	7UXS_OJC	genconf	ok		Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](O[C@H]2[C@H]1O)[C@H](O)[C@@H]3O	35	1	20260922	1	1.1	4544	0.25	2026-09-22T15:00:45+08:00
posebusters	7V14_ORU	refconf	ok		[O-][n+]1cc(-c2c(-n3cnnn3)ccc(Cl)c2F)ccc1[C@@H](CC1CC1)n1cc(-c2cncs2)cn1	35	7				3421	0.01	2026-09-22T15:00:45+08:00
posebusters	7UMW_NAD	genconf	ok		NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@@](=O)([O-])O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1	44	11	20260922	1	3.545	5372	0.41	2026-09-22T15:00:45+08:00
posebusters	7UYB_OK0	genconf	ok		NS(=O)(=O)c1c(C(F)(F)F)ccc(-c2ccc(C3CCNCC3)cc2)c1-c1nnn[nH]1	31	4	20260922	1	0.457	3356	0.12	2026-09-22T15:00:45+08:00
posebusters	7V3N_AKG	refconf	ok		O=C(O)CCC(=O)C(=O)O	10	4				1302	0.01	2026-09-22T15:00:45+08:00
posebusters	7UJ4_OQ4	genconf	ok		CCN(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CCN(C[C@H]3CC[C@H](NS(=O)(=O)CC)CC3)CC2)C1)C(C)C	44	11	20260922	1	2.447	4476	0.7	2026-09-22T15:00:45+08:00
posebusters	7V3N_AKG	genconf	ok		O=C(O)CCC(=O)C(=O)O	10	4	20260922	1	0.895	1302	0.01	2026-09-22T15:00:45+08:00
posebusters	7V3S_5I9	refconf	ok		O=C(Nc1ccc(F)cc1)C1(C(=O)Nc2ccc(Oc3ccnc4c3Oc3ccccc3N4)c(F)c2)CC1	38	6				3895	0.01	2026-09-22T15:00:45+08:00
posebusters	7V43_C4O	refconf	ok		Cc1ccc(Cl)cc1	8	0				757	0.01	2026-09-22T15:00:45+08:00
posebusters	7VB8_STL	refconf	ok		Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1	17	2				1986	0.01	2026-09-22T15:00:45+08:00
posebusters	7V43_C4O	genconf	ok		Cc1ccc(Cl)cc1	8	0	20260922	1	0.041	757	0.02	2026-09-22T15:00:45+08:00
posebusters	7VBU_6I4	refconf	ok		Cc1ccc2c(n1)[nH]c1c(C3CC3)cccc12	17	1				1684	0.01	2026-09-22T15:00:46+08:00
posebusters	7VB8_STL	genconf	ok		Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1	17	2	20260922	1	0.172	1986	0.04	2026-09-22T15:00:46+08:00
posebusters	7VC5_9SF	refconf	ok		O=C(C[C@H]1NCCC[C@@H]1O)Cn1cnc2ccccc2c1=O	22	4				2341	0.01	2026-09-22T15:00:46+08:00
posebusters	7VBU_6I4	genconf	ok		Cc1ccc2c(n1)[nH]c1c(C3CC3)cccc12	17	1	20260922	1	0.31	1684	0.05	2026-09-22T15:00:46+08:00
posebusters	7UTW_NAI	genconf	ok		NC(=O)C1=CN([C@@H]2O[C@H](CO[P@](=O)(O)O[P@@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1	44	11	20260922	1	3.222	5487	0.43	2026-09-22T15:00:45+08:00
posebusters	7VKZ_NOJ	refconf	ok		OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O	11	1				1626	0.01	2026-09-22T15:00:46+08:00
posebusters	7VQ9_ISY	refconf	ok		C=C(C)CCS[P@@](=O)(O)OP(=O)(O)O	14	6				1861	0.01	2026-09-22T15:00:46+08:00
posebusters	7VKZ_NOJ	genconf	ok		OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O	11	1	20260922	1	0.667	1626	0.04	2026-09-22T15:00:46+08:00
posebusters	7VQ9_ISY	genconf	ok		C=C(C)CCS[P@@](=O)(O)OP(=O)(O)O	14	6	20260922	1	1.24	1861	0.03	2026-09-22T15:00:46+08:00
posebusters	7VWF_K55	refconf	ok		CCCCOc1ccc(C[C@H](CC)C(=O)O)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F	33	11				3587	0.01	2026-09-22T15:00:46+08:00
posebusters	7VYJ_CA0	refconf	ok		NC(=O)O[P@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	26	5				3323	0.01	2026-09-22T15:00:46+08:00
posebusters	7V14_ORU	genconf	ok		[O-][n+]1cc(-c2c(-n3cnnn3)ccc(Cl)c2F)ccc1[C@@H](CC1CC1)n1cc(-c2cncs2)cn1	35	7	20260922	1	1.412	3421	0.17	2026-09-22T15:00:45+08:00
posebusters	7W05_GMP	refconf	ok		Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1	20	2				2560	0.01	2026-09-22T15:00:46+08:00
posebusters	7VC5_9SF	genconf	ok		O=C(C[C@H]1NCCC[C@@H]1O)Cn1cnc2ccccc2c1=O	22	4	20260922	1	1.482	2341	0.09	2026-09-22T15:00:46+08:00
posebusters	7W06_ITN	refconf	ok		C=C(CC(=O)O)C(=O)O	9	3				1181	0.01	2026-09-22T15:00:46+08:00
posebusters	7W06_ITN	genconf	ok		C=C(CC(=O)O)C(=O)O	9	3	20260922	1	0.135	1181	0.02	2026-09-22T15:00:46+08:00
posebusters	7WCF_ACP	refconf	ok		Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)(O)O[P@@](=O)(O)CP(=O)(O)O)[C@@H](O)[C@H]1O	31	8				4020	0.01	2026-09-22T15:00:46+08:00
posebusters	7V3S_5I9	genconf	ok		O=C(Nc1ccc(F)cc1)C1(C(=O)Nc2ccc(Oc3ccnc4c3Oc3ccccc3N4)c(F)c2)CC1	38	6	20260922	1	2.943	3895	0.21	2026-09-22T15:00:45+08:00
posebusters	7W05_GMP	genconf	ok		Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1	20	2	20260922	1	2.05	2527	0.06	2026-09-22T15:00:46+08:00
posebusters	7WDT_NGS	refconf	ok		CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](COS(=O)(=O)O)O[C@H]1O	19	4				2456	0.01	2026-09-22T15:00:46+08:00
posebusters	7WJB_BGC	refconf	ok		OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O	12	1				1754	0.01	2026-09-22T15:00:46+08:00
posebusters	7WJB_BGC	genconf	ok		OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O	12	1	20260922	1	0.498	1754	0.03	2026-09-22T15:00:46+08:00
posebusters	7WKL_CAQ	refconf	ok		Oc1ccccc1O	8	0				989	0.01	2026-09-22T15:00:46+08:00
posebusters	7VYJ_CA0	genconf	ok		NC(=O)O[P@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	26	5	20260922	1	3.036	3323	0.13	2026-09-22T15:00:46+08:00
posebusters	7WKL_CAQ	genconf	ok		Oc1ccccc1O	8	0	20260922	1	0.019	989	0.01	2026-09-22T15:00:46+08:00
posebusters	7WL4_JFU	refconf	ok		CCN1C(=O)c2cc(N3CCN(C)CC3)nc3c(NS(=O)(=O)c4ccc(F)cc4F)ccc1c23	34	5				3344	0.01	2026-09-22T15:00:46+08:00
posebusters	7WPW_F15	refconf	ok		CCCCCCCCCCCCCCC(=O)O	17	13				2103	0.01	2026-09-22T15:00:46+08:00
posebusters	7WDT_NGS	genconf	ok		CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](COS(=O)(=O)O)O[C@H]1O	19	4	20260922	1	1.297	2456	0.1	2026-09-22T15:00:46+08:00
posebusters	7WQQ_5Z6	refconf	ok		CC(C)(C)c1cc(C(=O)/C=C/c2ccc(C(=O)O)cc2)cc(C(C)(C)C)c1	27	4				2783	0.01	2026-09-22T15:00:46+08:00
posebusters	7WCF_ACP	genconf	ok		Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)(O)O[P@@](=O)(O)CP(=O)(O)O)[C@@H](O)[C@H]1O	31	8	20260922	1	2.254	4020	0.15	2026-09-22T15:00:46+08:00
posebusters	7WUX_6OI	refconf	ok		N[C@@H](CC[C@H](O)[C@@H](N)COS(=O)(=O)O)C(=O)O	17	8				2607	0.01	2026-09-22T15:00:46+08:00
posebusters	7WPW_F15	genconf	ok		CCCCCCCCCCCCCCC(=O)O	17	13	20260922	1	2.989	2103	0.11	2026-09-22T15:00:46+08:00
posebusters	7VWF_K55	genconf	ok		CCCCOc1ccc(C[C@H](CC)C(=O)O)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F	33	11	20260922	1	1.99	3587	0.28	2026-09-22T15:00:46+08:00
posebusters	7WUX_6OI	genconf	ok		N[C@@H](CC[C@H](O)[C@@H](N)COS(=O)(=O)O)C(=O)O	17	8	20260922	1	1.48	2607	0.07	2026-09-22T15:00:46+08:00
posebusters	7WUY_76N	refconf	ok		C[C@@H]1C=C[C@@H]2CCCC[C@@H]2[C@H]1C(=O)c1c(O)c([C@]2(O)CC[C@H](O)[C@@H]3O[C@@H]32)c[nH]c1=O	30	3				3304	0.02	2026-09-22T15:00:46+08:00
posebusters	7WY1_D0L	refconf	ok		CCCCCCCN1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O	26	11				2942	0.01	2026-09-22T15:00:46+08:00
posebusters	7X5N_5M5	refconf	ok		Cc1n[nH]c2c1[C@](c1cc(CO)cc(-c3ccccc3)c1)(C(C)C)C(C#N)=C(N)O2	30	4				3272	0.01	2026-09-22T15:00:46+08:00
posebusters	7WL4_JFU	genconf	ok		CCN1C(=O)c2cc(N3CCN(C)CC3)nc3c(NS(=O)(=O)c4ccc(F)cc4F)ccc1c23	34	5	20260922	1	2.729	3344	0.22	2026-09-22T15:00:46+08:00
posebusters	7X9K_8OG	refconf	ok		Nc1nc2c([nH]c(=O)n2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1	24	4				3083	0.01	2026-09-22T15:00:46+08:00
posebusters	7WQQ_5Z6	genconf	ok		CC(C)(C)c1cc(C(=O)/C=C/c2ccc(C(=O)O)cc2)cc(C(C)(C)C)c1	27	4	20260922	1	0.548	2783	0.18	2026-09-22T15:00:46+08:00
posebusters	7XBV_APC	refconf	ok		Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)C[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O	31	8				4018	0.01	2026-09-22T15:00:46+08:00
posebusters	7X9K_8OG	genconf	ok		Nc1nc2c([nH]c(=O)n2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1	24	4	20260922	1	0.505	3050	0.1	2026-09-22T15:00:46+08:00
posebusters	7XFA_D9J	refconf	ok		Cc1nc([C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(Cl)c(F)c4)nn3)[C@H]2O)n(-c2cc(Cl)ccc2C(F)(F)F)n1	41	5				4288	0.01	2026-09-22T15:00:46+08:00
posebusters	7X5N_5M5	genconf	ok		Cc1n[nH]c2c1[C@](c1cc(CO)cc(-c3ccccc3)c1)(C(C)C)C(C#N)=C(N)O2	30	4	20260922	1	2.78	3272	0.17	2026-09-22T15:00:46+08:00
posebusters	7XG5_PLP	refconf	ok		Cc1ncc(COP(=O)(O)O)c(C=O)c1O	16	4				1965	0.01	2026-09-22T15:00:46+08:00
posebusters	7XG5_PLP	genconf	ok		Cc1ncc(COP(=O)(O)O)c(C=O)c1O	16	4	20260922	1	1.069	1965	0.05	2026-09-22T15:00:46+08:00
posebusters	7XBV_APC	genconf	ok		Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)C[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O	31	8	20260922	1	2.404	4018	0.17	2026-09-22T15:00:46+08:00
posebusters	7XI7_4RI	refconf	ok		CCCCCCc1nc(N)nc(N)c1-c1ccccc1	20	6				2429	0.01	2026-09-22T15:00:46+08:00
posebusters	7WY1_D0L	genconf	ok		CCCCCCCN1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O	26	11	20260922	1	2.129	2942	0.27	2026-09-22T15:00:46+08:00
posebusters	7XJN_NSD	refconf	ok		NCCCNCCCN	9	6				1526	0.01	2026-09-22T15:00:46+08:00
posebusters	7XPO_UPG	refconf	ok		O=c1ccn([C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1	36	9				4656	0.01	2026-09-22T15:00:46+08:00
posebusters	7XJN_NSD	genconf	ok		NCCCNCCCN	9	6	20260922	1	0.602	1526	0.03	2026-09-22T15:00:46+08:00
posebusters	7XQZ_FPF	refconf	ok		CC(C)=CCC/C(C)=C/CC/C(C)=C(\F)CO[P@@](=O)(O)OP(=O)(O)O	25	11				3015	0.01	2026-09-22T15:00:46+08:00
posebusters	7XI7_4RI	genconf	ok		CCCCCCc1nc(N)nc(N)c1-c1ccccc1	20	6	20260922	1	0.73	2429	0.09	2026-09-22T15:00:46+08:00
posebusters	7XRL_FWK	refconf	ok		CC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	19	2				2264	0.01	2026-09-22T15:00:46+08:00
posebusters	7U0U_FK5	genconf	ok		C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC	57	7	20260922	1	2.857	6527	1.7	2026-09-22T15:00:45+08:00
posebusters	7YZU_DO7	refconf	ok		CO[C@H]1O[C@H](CS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]1O	16	3				2074	0.01	2026-09-22T15:00:46+08:00
posebusters	7WUY_76N	genconf	ok		C[C@@H]1C=C[C@@H]2CCCC[C@@H]2[C@H]1C(=O)c1c(O)c([C@]2(O)CC[C@H](O)[C@@H]3O[C@@H]32)c[nH]c1=O	30	3	20260922	1	2.318	3304	0.4	2026-09-22T15:00:46+08:00
posebusters	7Z1Q_NIO	refconf	ok		O=C(O)c1cccnc1	9	1				993	0.01	2026-09-22T15:00:46+08:00
posebusters	7Z1Q_NIO	genconf	ok		O=C(O)c1cccnc1	9	1	20260922	1	0.068	993	0.01	2026-09-22T15:00:46+08:00
posebusters	7Z2O_IAJ	refconf	ok		COc1cccc2sc3nncn3c12	14	1				1329	0.01	2026-09-22T15:00:46+08:00
